conceptFrom,conceptTo,metaOntology,nodeType,Category 1,Category 2,Category 3,Country,First Name,Last Name,Gender,Suffix,Language,Acronym,Valence,Evaluation,Potency,Activity,Affect Mean,Military Role,Political Role,Religious Role ,,,
http://www.stopfake.org/en/fake-700-tanks-in-occupied-eastern-ukraine-are-spoils-of-war/,stopfake.org/en/fake-700-tanks-in-occupied-eastern-ukraine-are-spoils-of-war/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-82-of-czechs-believe-that-the-malaysian-boeing-was-shot-down-by-ukrainian-army/,stopfake.org/en/fake-82-of-czechs-believe-that-the-malaysian-boeing-was-shot-down-by-ukrainian-army/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-about-500-ukrainian-security-officers-block-kiev-street/,stopfake.org/en/fake-about-500-ukrainian-security-officers-block-kiev-street/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-a-citizen-soldier-of-the-luhansk-people-s-republic-threw-himself-with-grenades-in-front-of-a-tank/,stopfake.org/en/fake-a-citizen-soldier-of-the-luhansk-people-s-republic-threw-himself-with-grenades-in-front-of-a-tank/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-afu-brigade-plans-rally-and-takeover/,stopfake.org/en/fake-afu-brigade-plans-rally-and-takeover/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-all-privileges-and-compensations-abolished-in-ukraine/,stopfake.org/en/fake-all-privileges-and-compensations-abolished-in-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-american-customs-officer-apologized-for-obama-to-the-russian-tourist/,stopfake.org/en/fake-american-customs-officer-apologized-for-obama-to-the-russian-tourist/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-american-farmer-supported-russia-s-response-to-the-eu-sanctions/,stopfake.org/en/fake-american-farmer-supported-russia-s-response-to-the-eu-sanctions/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-american-mercenaries-have-appeared-in-donetsk/,stopfake.org/en/fake-american-mercenaries-have-appeared-in-donetsk/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-american-missiles-found-in-luhansk/,stopfake.org/en/fake-american-missiles-found-in-luhansk/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-american-snipers-in-the-donbas/,stopfake.org/en/fake-american-snipers-in-the-donbas/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-american-tanks-found-in-donbas/,stopfake.org/en/fake-american-tanks-found-in-donbas/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-anti-russian-ditch-caught-ukrainian-tanks/,stopfake.org/en/fake-anti-russian-ditch-caught-ukrainian-tanks/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-austria-s-foreign-minister-for-western-unity-with-russia/,stopfake.org/en/fake-austria-s-foreign-minister-for-western-unity-with-russia/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-banderovits-attacked-the-veterans-and-burned-the-ribbons-of-saint-george-in-lviv/,stopfake.org/en/fake-banderovits-attacked-the-veterans-and-burned-the-ribbons-of-saint-george-in-lviv/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bbc-accuses-ukraine-of-downing-mh-17/,stopfake.org/en/fake-bbc-accuses-ukraine-of-downing-mh-17/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-belgium-may-lift-sanctions-against-russia/,stopfake.org/en/fake-belgium-may-lift-sanctions-against-russia/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bloomberg-announced-giant-deposits-found-in-crimea/,stopfake.org/en/fake-bloomberg-announced-giant-deposits-found-in-crimea/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bodies-of-286-women-were-found-near-krasnoarmiisk/,stopfake.org/en/fake-bodies-of-286-women-were-found-near-krasnoarmiisk/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-british-parliament-members-denounce-eu-interference-in-ukraine/,stopfake.org/en/fake-british-parliament-members-denounce-eu-interference-in-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-brzezinski-accuses-u-s-intelligence-services-of-nemtsov-s-murder/,stopfake.org/en/fake-brzezinski-accuses-u-s-intelligence-services-of-nemtsov-s-murder/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bukovina-romanians-demand-territorial-autonomy-from-ukraine/,stopfake.org/en/fake-bukovina-romanians-demand-territorial-autonomy-from-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bukovinian-romanians-demand-autonomy/,stopfake.org/en/fake-bukovinian-romanians-demand-autonomy/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bulgaria-invites-erdogan-instead-of-putin-for-the-commemoration-of-the-liberation-from-ottoman-rule/,stopfake.org/en/fake-bulgaria-invites-erdogan-instead-of-putin-for-the-com_Memoration-of-the-liberation-from-ottoman-rule/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-bulgaria-s-parliament-recognizes-crimea-as-part-of-russia/,stopfake.org/en/fake-bulgaria-s-parliament-recognizes-crimea-as-part-of-russia/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-calais-residents-protest-against-refugees/,stopfake.org/en/fake-calais-residents-protest-against-refugees/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-captured-military-man-tries-to-erase-banderivets-tattoo/,stopfake.org/en/fake-captured-military-man-tries-to-erase-banderivets-tattoo/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-carpatho-rusyns-region-demands-autonomy/,stopfake.org/en/fake-carpatho-rusyns-region-demands-autonomy/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-central-banker-accuses-pensioners-of-taking-billions-out-of-ukraine/,stopfake.org/en/fake-central-banker-accuses-pensioners-of-taking-billions-out-of-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-charlie-hebdo-made-fun-of-moscow-metro-bombings/,stopfake.org/en/fake-charlie-hebdo-made-fun-of-moscow-metro-bombings/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-children-s-combat-battalion-was-formed-in-prykarpattia/,stopfake.org/en/fake-children-s-combat-battalion-was-formed-in-prykarpattia/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-china-backs-russia-s-aggression-in-crimea/,stopfake.org/en/fake-china-backs-russia-s-aggression-in-crimea/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-china-rejects-grain-imports-from-ukraine/,stopfake.org/en/fake-china-rejects-grain-imports-from-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-chinese-militaries-attacked-russian-soldiers-on-the-border/,stopfake.org/en/fake-chinese-militaries-attacked-russian-soldiers-on-the-border/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-concentration-camp-for-separatists-under-construction-in-donetsk-region/,stopfake.org/en/fake-concentration-camp-for-separatists-under-construction-in-donetsk-region/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-crimean-self-defence-units-take-over-parliament-building-pro-actor-used-as-witness/,stopfake.org/en/fake-crimean-self-defence-units-take-over-parliament-building-pro-actor-used-as-witness/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-crimeans-receive-russian-passports-with-magadan-registration/,stopfake.org/en/fake-crimeans-receive-russian-passports-with-magadan-registration/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-crimean-tatar-autonomy-is-not-a-territorial-autonomy/,stopfake.org/en/fake-crimean-tatar-autonomy-is-not-a-territorial-autonomy/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-crimean-tatar-mejlis-a-us-creation/,stopfake.org/en/fake-crimean-tatar-mejlis-a-us-creation/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-crimean-tatars-call-on-turkey-to-recognize-crimea-as-russian/,stopfake.org/en/fake-crimean-tatars-call-on-turkey-to-recognize-crimea-as-russian/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-criminal-case-launched-against-saakashvili/,stopfake.org/en/fake-criminal-case-launched-against-saakashvili/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-dark-skinned-girl-wearing-ukrainian-embroidery-shunned/,stopfake.org/en/fake-dark-skinned-girl-wearing-ukrainian-embroidery-shunned/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-david-bowie-to-give-concert-in-donetsk-in-support-of-novorossia/,stopfake.org/en/fake-david-bowie-to-give-concert-in-donetsk-in-support-of-novorossia/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-default-by-ukraine-s-two-largest-banks-is-inevitable/,stopfake.org/en/fake-default-by-ukraine-s-two-largest-banks-is-inevitable/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-disappearance-of-money-from-the-fund-for-the-families-of-the-heavenly-hundred/,stopfake.org/en/fake-disappearance-of-money-from-the-fund-for-the-families-of-the-heavenly-hundred/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-donetsk-militants-seized-two-ukrainian-rocket-launchers-grad/,stopfake.org/en/fake-donetsk-militants-seized-two-ukrainian-rocket-launchers-grad/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-drunken-poroshenko-gives-soccer-ball-to-legless-soldier/,stopfake.org/en/fake-drunken-poroshenko-gives-soccer-ball-to-legless-soldier/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-drunken-poroshenko-removed-from-kyiv-moscow-flight/,stopfake.org/en/fake-drunken-poroshenko-removed-from-kyiv-moscow-flight/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-drunken-us-mercenaries-on-a-rampage-in-mariupol/,stopfake.org/en/fake-drunken-us-mercenaries-on-a-rampage-in-mariupol/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-dutch-pm-wants-all-referenda-banned-because-of-ukraine/,stopfake.org/en/fake-dutch-pm-wants-all-referenda-banned-because-of-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-dutch-referendum-poroshenko-s-last-chance-to-remain-in-power/,stopfake.org/en/fake-dutch-referendum-poroshenko-s-last-chance-to-remain-in-power/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-erdogan-s-son-made-excuses-for-buying-isil-oil/,stopfake.org/en/fake-erdogan-s-son-made-excuses-for-buying-isil-oil/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-eu-calls-the-free-trade-zone-with-ukraine-useless/,stopfake.org/en/fake-eu-calls-the-free-trade-zone-with-ukraine-useless/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-eu-countries-massively-denying-visas-to-ukrainians/,stopfake.org/en/fake-eu-countries-massively-denying-visas-to-ukrainians/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-europe-accuses-ukraine-of-increasing-radioactivity/,stopfake.org/en/fake-europe-accuses-ukraine-of-increasing-radioactivity/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-european-commission-proposes-abolishing-visas-for-ukraine-despite-dutch-referendum-results/,stopfake.org/en/fake-european-commission-proposes-abolishing-visas-for-ukraine-despite-dutch-referendum-results/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-european-ip-registry-recognizes-dpr-independence/,stopfake.org/en/fake-european-ip-registry-recognizes-dpr-independence/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-european-parliament-accuses-poroshenko-of-political-repression/,stopfake.org/en/fake-european-parliament-accuses-poroshenko-of-political-repression/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-eurovision-to-be-moved-to-moscow/,stopfake.org/en/fake-eurovision-to-be-moved-to-moscow/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-eu-to-force-ukraine-to-absorb-african-refugees/,stopfake.org/en/fake-eu-to-force-ukraine-to-absorb-african-refugees/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-executive-editor-of-the-new-york-times-was-let-go-due-to-an-article-on-slovyansk/,stopfake.org/en/fake-executive-editor-of-the-new-york-_Times-was-let-go-due-to-an-article-on-slovyansk/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-fightingnin-sevastopol/,stopfake.org/en/fake-fightingnin-sevastopol/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-finance-ministry-ukraine-faces-economic-collapse-without-imf-bailout/,stopfake.org/en/fake-finance-ministry-ukraine-faces-economic-collapse-without-imf-bailout/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-finnish-farmers-losing-out-because-of-russian-sanctions/,stopfake.org/en/fake-finnish-farmers-losing-out-because-of-russian-sanctions/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-five-indian-airplanes-falsely-reported-missing-in-ukraine/,stopfake.org/en/fake-five-indian-airplanes-falsely-reported-missing-in-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-food-riots-begin-in-ukraine/,stopfake.org/en/fake-food-riots-begin-in-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-forbes-revises-position-on-crimea/,stopfake.org/en/fake-forbes-revises-position-on-crimea/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-foreign-mercenaries-of-national-guard-are-filming-their-atrocities/,stopfake.org/en/fake-foreign-mercenaries-of-national-guard-are-filming-their-atrocities/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-former-ukrainian-pm-yatseniuk-flees-ukraine/,stopfake.org/en/fake-former-ukrainian-pm-yatseniuk-flees-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-france-pays-russia-more-than-one-billion-euros-for-non-delivery-of-mistrals/,stopfake.org/en/fake-france-pays-russia-more-than-one-billion-euros-for-non-delivery-of-mistrals/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-france-to-lift-russia-sanctions/,stopfake.org/en/fake-france-to-lift-russia-sanctions/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-freelance-journalist-shot-dead-in-kyiv/,stopfake.org/en/fake-freelance-_Journalist-shot-dead-in-kyiv/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-french-president-hollande-regrets-russia-sanctions/,stopfake.org/en/fake-french-president-hollande-regrets-russia-sanctions/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-friends-of-ukraine-tear-down-russian-flags-in-burgos-spain/,stopfake.org/en/fake-friends-of-ukraine-tear-down-russian-flags-in-burgos-spain/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-germans-are-uneasy-about-ukraine-russia-debt-repayment-suit/,stopfake.org/en/fake-germans-are-uneasy-about-ukraine-russia-debt-repayment-suit/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-german-tanks-have-crossed-the-ukrainian-border-and-are-on-the-march-to-the-east/,stopfake.org/en/fake-german-tanks-have-crossed-the-ukrainian-border-and-are-on-the-march-to-the-east/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-german-town-of-quakenbruck-to-recognize-crimea-as-part-of-russia/,stopfake.org/en/fake-german-town-of-quakenbruck-to-recognize-crimea-as-part-of-russia/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-germany-and-france-want-special-visas-for-ukraine/,stopfake.org/en/fake-germany-and-france-want-special-visas-for-ukraine/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-germany-to-send-bombers-to-syria/,stopfake.org/en/fake-germany-to-send-bombers-to-syria/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-group-of-religious-people-burned-to-death-in-donetsk-airport/,stopfake.org/en/fake-group-of-religious-people-burned-to-death-in-donetsk-airport/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-gru-forces-exchanged-for-ukrainian-security-officers/,stopfake.org/en/fake-gru-forces-exchanged-for-ukrainian-security-officers/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-hillary-clinton-seriously-ill/,stopfake.org/en/fake-hillary-clinton-seriously-ill/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-human-right-watch-reports-on-involvement-of-ukrainian-military-forces-fire-in-the-donetsk-trolley-tragedy/,stopfake.org/en/fake-human-right-watch-reports-on-involvement-of-ukrainian-military-forces-fire-in-the-donetsk-trolley-tragedy/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
http://www.stopfake.org/en/fake-hundreds-of-poles-went-on-protest-against-the-demolition-of-the-monument-to-soviet-soldiers/,stopfake.org/en/fake-hundreds-of-poles-went-on-protest-against-the-demolition-of-the-monument-to-soviet-soldiers/,organization,specific,newsmedia,anti-fake news,,,,,,,,,,,,,,,,,,,
